Restaurant Name,Zip Code,Inspection Date,Score,Address,Facility ID,Process Description
China Emperor,78745,07/10/2014,81,"111 W WILLIAM CANNON DR Bunit 312
AUSTIN, TX 78745
(30.193094691000454, -97.77940056499966)",10074655,Routine Inspection
China Express,78741,06/01/2012,92,"1913 E RIVERSIDE DR
AUSTIN, TX 78741
(30.24218305000045, -97.72870477399965)",2800420,Routine Inspection
China Express,78741,05/30/2013,89,"1913 E RIVERSIDE DR
AUSTIN, TX 78741
(30.24218305000045, -97.72870477399965)",2800420,Routine Inspection
China Express,78741,11/29/2011,84,"1913 E RIVERSIDE DR
AUSTIN, TX 78741
(30.24218305000045, -97.72870477399965)",2800420,Routine Inspection
China Express,78741,11/26/2012,82,"1913 E RIVERSIDE DR
AUSTIN, TX 78741
(30.24218305000045, -97.72870477399965)",2800420,Routine Inspection
China Express,78741,09/11/2014,78,"1913 E RIVERSIDE DR
AUSTIN, TX 78741
(30.24218305000045, -97.72870477399965)",2800420,Routine Inspection
China Express,78741,01/07/2014,82,"1913 E RIVERSIDE DR
AUSTIN, TX 78741
(30.24218305000045, -97.72870477399965)",2800420,Routine Inspection
China Harbor,78745,05/24/2012,88,"801 E WILLIAM CANNON DR
AUSTIN, TX 78745
(30.190914575000477, -97.77193838799968)",2802174,Routine Inspection
China Harbor,78745,11/30/2012,77,"801 E WILLIAM CANNON DR
AUSTIN, TX 78745
(30.190914575000477, -97.77193838799968)",2802174,Routine Inspection
China Harbor,78745,12/12/2011,88,"801 E WILLIAM CANNON DR
AUSTIN, TX 78745
(30.190914575000477, -97.77193838799968)",2802174,Routine Inspection
China Harbor,78745,10/23/2014,82,"801 E WILLIAM CANNON DR
AUSTIN, TX 78745
(30.190914575000477, -97.77193838799968)",2802174,Routine Inspection
China Harbor,78745,08/22/2013,73,"801 E WILLIAM CANNON DR
AUSTIN, TX 78745
(30.190914575000477, -97.77193838799968)",2802174,Routine Inspection
China Harbor,78745,05/11/2012,72,"801 E WILLIAM CANNON DR
AUSTIN, TX 78745
(30.190914575000477, -97.77193838799968)",2802174,Routine Inspection
China Harbor,78745,03/25/2014,79,"801 E WILLIAM CANNON DR
AUSTIN, TX 78745
(30.190914575000477, -97.77193838799968)",2802174,Routine Inspection
China Hill,78745,12/18/2013,93,"2800 W WILLIAM CANNON DR
AUSTIN, TX 78745
(30.208305964000488, -97.81815986799967)",10718791,Routine Inspection
China Hill,78745,10/06/2014,74,"2800 W WILLIAM CANNON DR
AUSTIN, TX 78745
(30.208305964000488, -97.81815986799967)",10718791,Routine Inspection
China Hill,78745,05/01/2013,80,"2800 W WILLIAM CANNON DR
AUSTIN, TX 78745
(30.208305964000488, -97.81815986799967)",10718791,Routine Inspection
China Hill,78745,10/17/2012,87,"2800 W WILLIAM CANNON DR
AUSTIN, TX 78745
(30.208305964000488, -97.81815986799967)",10718791,Routine Inspection
China Hill,78745,06/26/2014,61,"2800 W WILLIAM CANNON DR
AUSTIN, TX 78745
(30.208305964000488, -97.81815986799967)",10718791,Routine Inspection
China Hill,78745,07/16/2014,81,"2800 W WILLIAM CANNON DR
AUSTIN, TX 78745
(30.208305964000488, -97.81815986799967)",10718791,1st Follow Up to Routine of 50 - 69
China House Restaurant,78758,10/09/2013,93,"9505 BURNET RD
AUSTIN, TX 78758
(30.37872383500047, -97.72513961399966)",10147146,Routine Inspection
China House Restaurant,78758,12/28/2011,87,"9505 BURNET RD
AUSTIN, TX 78758
(30.37872383500047, -97.72513961399966)",10147146,Routine Inspection
China House Restaurant,78758,05/22/2014,77,"9505 BURNET RD
AUSTIN, TX 78758
(30.37872383500047, -97.72513961399966)",10147146,Routine Inspection
China House Restaurant,78758,03/08/2013,81,"9505 BURNET RD
AUSTIN, TX 78758
(30.37872383500047, -97.72513961399966)",10147146,Routine Inspection
China Kitchen,78723,08/01/2012,94,"7112 ED BLUESTEIN BLVD Unit 180
AUSTIN, TX 78723
(30.312653923000482, -97.6628134929997)",2800893,Routine Inspection
China Kitchen,78723,04/08/2014,79,"7112 ED BLUESTEIN BLVD Unit 180
AUSTIN, TX 78723
(30.312653923000482, -97.6628134929997)",2800893,Routine Inspection
China Kitchen,78723,02/27/2013,90,"7112 ED BLUESTEIN BLVD Unit 180
AUSTIN, TX 78723
(30.312653923000482, -97.6628134929997)",2800893,Routine Inspection
China Kitchen,78723,12/22/2011,79,"7112 ED BLUESTEIN BLVD Unit 180
AUSTIN, TX 78723
(30.312653923000482, -97.6628134929997)",2800893,Routine Inspection
China Palace,78752,04/11/2012,81,"6605 AIRPORT BLVD
AUSTIN, TX 78752
(30.33064142000046, -97.71560909199968)",2801495,Routine Inspection
China Palace,78752,07/31/2014,77,"6605 AIRPORT BLVD
AUSTIN, TX 78752
(30.33064142000046, -97.71560909199968)",2801495,Routine Inspection
China Palace,78752,04/17/2013,75,"6605 AIRPORT BLVD
AUSTIN, TX 78752
(30.33064142000046, -97.71560909199968)",2801495,Routine Inspection
China Palace,78752,12/09/2013,80,"6605 AIRPORT BLVD
AUSTIN, TX 78752
(30.33064142000046, -97.71560909199968)",2801495,Routine Inspection
China Star,78752,10/02/2013,78,"6134 E US 290 HWY SVRD WB
AUSTIN, TX 78752
(30.33225068300044, -97.70383703299967)",2801107,Routine Inspection
China Star,78752,01/10/2012,80,"6134 E US 290 HWY SVRD WB
AUSTIN, TX 78752
(30.33225068300044, -97.70383703299967)",2801107,Routine Inspection
China Star,78752,08/07/2012,88,"6134 E US 290 HWY SVRD WB
AUSTIN, TX 78752
(30.33225068300044, -97.70383703299967)",2801107,Routine Inspection
China Star,78752,08/15/2014,57,"6134 E US 290 HWY SVRD WB
AUSTIN, TX 78752
(30.33225068300044, -97.70383703299967)",2801107,Routine Inspection
China Star,78752,08/21/2014,92,"6134 E US 290 HWY SVRD WB
AUSTIN, TX 78752
(30.33225068300044, -97.70383703299967)",2801107,1st Follow Up to Routine of 50 - 69
Chinatown Restaurant,78731,05/22/2014,51,"3407 GREYSTONE DR
AUSTIN, TX 78731
(30.35683624200044, -97.74729684199968)",2800414,Routine Inspection
Chinatown Restaurant,78731,05/09/2012,70,"3407 GREYSTONE DR
AUSTIN, TX 78731
(30.35683624200044, -97.74729684199968)",2800414,Routine Inspection
Chinatown Restaurant,78731,06/09/2014,76,"3407 GREYSTONE DR
AUSTIN, TX 78731
(30.35683624200044, -97.74729684199968)",2800414,1st Follow Up to Routine of 50 - 69
Chinatown Restaurant,78731,02/20/2013,73,"3407 GREYSTONE DR
AUSTIN, TX 78731
(30.35683624200044, -97.74729684199968)",2800414,Routine Inspection
Chi Omega,78705,05/13/2013,97,"2711 RIO GRANDE ST
AUSTIN, TX 78705
(30.292947977000438, -97.74413843699966)",2800061,Routine Inspection
Chi Omega,78705,12/06/2012,87,"2711 RIO GRANDE ST
AUSTIN, TX 78705
(30.292947977000438, -97.74413843699966)",2800061,Routine Inspection
Chi Omega,78705,11/19/2013,100,"2711 RIO GRANDE ST
AUSTIN, TX 78705
(30.292947977000438, -97.74413843699966)",2800061,Routine Inspection
Chi Omega,78705,02/21/2012,96,"2711 RIO GRANDE ST
AUSTIN, TX 78705
(30.292947977000438, -97.74413843699966)",2800061,Routine Inspection
Chipotle Mexican Grill,78757,04/17/2012,100,"2700 W ANDERSON LN Bunit 204
AUSTIN, TX 78757
(30.358095686000468, -97.73503886699967)",10357765,Routine Inspection
Chipotle Mexican Grill,78757,08/29/2013,100,"2700 W ANDERSON LN Bunit 204
AUSTIN, TX 78757
(30.358095686000468, -97.73503886699967)",10357765,Routine Inspection
Chipotle Mexican Grill,78757,09/02/2014,95,"2700 W ANDERSON LN Bunit 204
AUSTIN, TX 78757
(30.358095686000468, -97.73503886699967)",10357765,Routine Inspection
Chipotle Mexican Grill,78757,03/06/2014,100,"2700 W ANDERSON LN Bunit 204
AUSTIN, TX 78757
(30.358095686000468, -97.73503886699967)",10357765,Routine Inspection
Chipotle Mexican Grill,78757,01/23/2013,97,"2700 W ANDERSON LN Bunit 204
AUSTIN, TX 78757
(30.358095686000468, -97.73503886699967)",10357765,Routine Inspection
Chipotle Mexican Grill #1008,78748,10/05/2012,87,"9600 S IH 35 SVRD SB Bunit 350
AUSTIN, TX 78748
(30.168083340000464, -97.82498882099969)",10178947,Routine Inspection
Chipotle Mexican Grill #1008,78748,03/22/2012,95,"9600 S IH 35 SVRD SB Bunit 350
AUSTIN, TX 78748
(30.168083340000464, -97.82498882099969)",10178947,Routine Inspection
Chipotle Mexican Grill #1008,78748,01/14/2014,100,"9600 S IH 35 SVRD SB Bunit 350
AUSTIN, TX 78748
(30.168083340000464, -97.82498882099969)",10178947,Routine Inspection
Chipotle Mexican Grill #1008,78748,06/11/2013,97,"9600 S IH 35 SVRD SB Bunit 350
AUSTIN, TX 78748
(30.168083340000464, -97.82498882099969)",10178947,Routine Inspection
Chipotle Mexican Grill #1008,78748,07/16/2014,100,"9600 S IH 35 SVRD SB Bunit 350
AUSTIN, TX 78748
(30.168083340000464, -97.82498882099969)",10178947,Routine Inspection
Chipotle Mexican Grill #1723,78704,05/28/2013,95,"2320 S LAMAR BLVD
AUSTIN, TX 78704
(30.247227739000436, -97.77589417099966)",10828111,Routine Inspection
Chipotle Mexican Grill #1723,78704,12/06/2013,97,"2320 S LAMAR BLVD
AUSTIN, TX 78704
(30.247227739000436, -97.77589417099966)",10828111,Routine Inspection
Chipotle Mexican Grill #1723,78704,05/29/2014,89,"2320 S LAMAR BLVD
AUSTIN, TX 78704
(30.247227739000436, -97.77589417099966)",10828111,Routine Inspection
Chipotle Mexican Grill #262,78727,09/09/2014,100,"1700 W PARMER LN Unit 200
AUSTIN, TX 78727
(30.412585941000486, -97.6890282549997)",10179207,Routine Inspection
Chipotle Mexican Grill #262,78727,10/15/2013,97,"1700 W PARMER LN Unit 200
AUSTIN, TX 78727
(30.412585941000486, -97.6890282549997)",10179207,Routine Inspection
Chipotle Mexican Grill #262,78727,02/27/2013,97,"1700 W PARMER LN Unit 200
AUSTIN, TX 78727
(30.412585941000486, -97.6890282549997)",10179207,Routine Inspection
Chipotle Mexican Grill #262,78727,03/01/2012,100,"1700 W PARMER LN Unit 200
AUSTIN, TX 78727
(30.412585941000486, -97.6890282549997)",10179207,Routine Inspection
Chipotle Mexican Grill #262,78727,03/12/2014,100,"1700 W PARMER LN Unit 200
AUSTIN, TX 78727
(30.412585941000486, -97.6890282549997)",10179207,Routine Inspection
Chipotle Mexican Grill #427,78717,07/10/2012,95,"11301 LAKELINE BLVD Unit 230
AUSTIN, TX 78717
(30.480042823000474, -97.80107844299965)",10176919,Routine Inspection
Chipotle Mexican Grill #427,78717,03/25/2013,96,"11301 LAKELINE BLVD Unit 230
AUSTIN, TX 78717
(30.480042823000474, -97.80107844299965)",10176919,Routine Inspection
Chipotle Mexican Grill #427,78717,11/23/2011,96,"11301 LAKELINE BLVD Unit 230
AUSTIN, TX 78717
(30.480042823000474, -97.80107844299965)",10176919,Routine Inspection
Chipotle Mexican Grill #427,78717,12/31/2013,100,"11301 LAKELINE BLVD Unit 230
AUSTIN, TX 78717
(30.480042823000474, -97.80107844299965)",10176919,Routine Inspection
Chipotle Mexican Grill #427,78717,08/04/2014,92,"11301 LAKELINE BLVD Unit 230
AUSTIN, TX 78717
(30.480042823000474, -97.80107844299965)",10176919,Routine Inspection
Chipotle Mexican Grill #501,78701,04/03/2012,95,"801 CONGRESS AVE
AUSTIN, TX 78701
(30.270079792000445, -97.74202169599965)",10176495,Routine Inspection
Chipotle Mexican Grill #501,78701,11/13/2012,93,"801 CONGRESS AVE
AUSTIN, TX 78701
(30.270079792000445, -97.74202169599965)",10176495,Routine Inspection
Chipotle Mexican Grill #501,78701,09/22/2014,86,"801 CONGRESS AVE
AUSTIN, TX 78701
(30.270079792000445, -97.74202169599965)",10176495,Routine Inspection
Chipotle Mexican Grill #501,78701,06/07/2013,96,"801 CONGRESS AVE
AUSTIN, TX 78701
(30.270079792000445, -97.74202169599965)",10176495,Routine Inspection
Chipotle Mexican Grill #56,78756,02/26/2014,93,"4400 N LAMAR BLVD Unit 101
AUSTIN, TX 78756
(30.31222795700046, -97.7385348899997)",10176813,Routine Inspection
Chipotle Mexican Grill #56,78756,08/06/2013,92,"4400 N LAMAR BLVD Unit 101
AUSTIN, TX 78756
(30.31222795700046, -97.7385348899997)",10176813,Routine Inspection
Chipotle Mexican Grill #56,78756,07/30/2012,100,"4400 N LAMAR BLVD Unit 101
AUSTIN, TX 78756
(30.31222795700046, -97.7385348899997)",10176813,Routine Inspection
Chipotle Mexican Grill #56,78756,01/27/2012,96,"4400 N LAMAR BLVD Unit 101
AUSTIN, TX 78756
(30.31222795700046, -97.7385348899997)",10176813,Routine Inspection
Chipotle Mexican Grill #56,78756,02/06/2013,94,"4400 N LAMAR BLVD Unit 101
AUSTIN, TX 78756
(30.31222795700046, -97.7385348899997)",10176813,Routine Inspection
Chipotle Mexican Grill #56,78756,07/31/2014,96,"4400 N LAMAR BLVD Unit 101
AUSTIN, TX 78756
(30.31222795700046, -97.7385348899997)",10176813,Routine Inspection
Chipotle Mexican Grill #620,78745,04/25/2013,100,"610 E STASSNEY LN Bldg B
AUSTIN, TX 78745
(30.201324289000468, -97.76955431699969)",10179276,Routine Inspection
Chipotle Mexican Grill #620,78745,10/16/2012,100,"610 E STASSNEY LN Bldg B
AUSTIN, TX 78745
(30.201324289000468, -97.76955431699969)",10179276,Routine Inspection
Chipotle Mexican Grill #620,78745,10/31/2013,95,"610 E STASSNEY LN Bldg B
AUSTIN, TX 78745
(30.201324289000468, -97.76955431699969)",10179276,Routine Inspection
Chipotle Mexican Grill #620,78745,03/27/2012,97,"610 E STASSNEY LN Bldg B
AUSTIN, TX 78745
(30.201324289000468, -97.76955431699969)",10179276,Routine Inspection
Chipotle Mexican Grill #620,78745,07/03/2014,89,"610 E STASSNEY LN Bldg B
AUSTIN, TX 78745
(30.201324289000468, -97.76955431699969)",10179276,Routine Inspection
Chipotle Mexican Grill #847,78758,12/21/2012,100,"10515 N MOPAC EXPY NB Bunit 200
AUSTIN, TX 78758
(30.383591268000487, -97.70797782299968)",10176932,Routine Inspection
Chipotle Mexican Grill #847,78758,09/12/2014,100,"10515 N MOPAC EXPY NB Bunit 200
AUSTIN, TX 78758
(30.383591268000487, -97.70797782299968)",10176932,Routine Inspection
Chipotle Mexican Grill #847,78758,10/16/2013,88,"10515 N MOPAC EXPY NB Bunit 200
AUSTIN, TX 78758
(30.383591268000487, -97.70797782299968)",10176932,Routine Inspection
Chipotle Mexican Grill #847,78758,03/19/2012,97,"10515 N MOPAC EXPY NB Bunit 200
AUSTIN, TX 78758
(30.383591268000487, -97.70797782299968)",10176932,Routine Inspection
Chipotle Mexican Grill #847,78758,05/29/2014,90,"10515 N MOPAC EXPY NB Bunit 200
AUSTIN, TX 78758
(30.383591268000487, -97.70797782299968)",10176932,Routine Inspection
Chipotle Mexican Grill #874,78729,10/23/2014,89,"6301 W PARMER LN Bldg 2
AUSTIN, TX 78729
(30.44536720600047, -97.74331801299968)",10179774,Routine Inspection
Chipotle Mexican Grill #874,78729,09/13/2013,90,"6301 W PARMER LN Bldg 2
AUSTIN, TX 78729
(30.44536720600047, -97.74331801299968)",10179774,Routine Inspection
Chipotle Mexican Grill #874,78729,04/17/2014,100,"6301 W PARMER LN Bldg 2
AUSTIN, TX 78729
(30.44536720600047, -97.74331801299968)",10179774,Routine Inspection
Chipotle Mexican Grill #874,78729,03/04/2013,91,"6301 W PARMER LN Bldg 2
AUSTIN, TX 78729
(30.44536720600047, -97.74331801299968)",10179774,Routine Inspection
Chipotle Mexican Grill #874,78729,06/11/2012,100,"6301 W PARMER LN Bldg 2
AUSTIN, TX 78729
(30.44536720600047, -97.74331801299968)",10179774,Routine Inspection
Chipotle Mexican Grill #92,78705,08/30/2013,97,"2230 GUADALUPE ST
AUSTIN, TX 78705
(30.285634444000436, -97.74178202099966)",10176471,Routine Inspection
Chipotle Mexican Grill #92,78705,01/18/2013,95,"2230 GUADALUPE ST
AUSTIN, TX 78705
(30.285634444000436, -97.74178202099966)",10176471,Routine Inspection
Chipotle Mexican Grill #92,78705,07/31/2012,95,"2230 GUADALUPE ST
AUSTIN, TX 78705
(30.285634444000436, -97.74178202099966)",10176471,Routine Inspection
Chipotle Mexican Grill #92,78705,02/06/2012,100,"2230 GUADALUPE ST
AUSTIN, TX 78705
(30.285634444000436, -97.74178202099966)",10176471,Routine Inspection
Chipotle Mexican Grill #92,78705,10/29/2014,100,"2230 GUADALUPE ST
AUSTIN, TX 78705
(30.285634444000436, -97.74178202099966)",10176471,Routine Inspection
Chipotle Mexican Grill #973,78723,06/04/2014,79,"1201 BARBARA JORDAN BLVD Unit 1300
AUSTIN, TX 78723
(30.306664740000485, -97.70923236299967)",10176511,Routine Inspection
Chipotle Mexican Grill #973,78723,04/01/2013,87,"1201 BARBARA JORDAN BLVD Unit 1300
AUSTIN, TX 78723
(30.306664740000485, -97.70923236299967)",10176511,Routine Inspection
Chipotle Mexican Grill #973,78723,05/22/2012,94,"1201 BARBARA JORDAN BLVD Unit 1300
AUSTIN, TX 78723
(30.306664740000485, -97.70923236299967)",10176511,Routine Inspection
Chi-Town Chicago Style Eatery,78734,11/18/2013,91,"2101 N FM 620 RD
AUSTIN, TX 78734
(30.377873241000486, -97.9523496219997)",10632387,Routine Inspection
Chi-Town Chicago Style Eatery,78734,05/27/2014,73,"2101 N FM 620 RD
AUSTIN, TX 78734
(30.377873241000486, -97.9523496219997)",10632387,Routine Inspection
Chi-Town Chicago Style Eatery,78734,03/28/2013,97,"2101 N FM 620 RD
AUSTIN, TX 78734
(30.377873241000486, -97.9523496219997)",10632387,Routine Inspection
Chi-Town Chicago Style Eatery,78734,02/27/2012,93,"2101 N FM 620 RD
AUSTIN, TX 78734
(30.377873241000486, -97.9523496219997)",10632387,Routine Inspection
Chi-Town Chicago Style Eatery,78734,09/20/2012,96,"2101 N FM 620 RD
AUSTIN, TX 78734
(30.377873241000486, -97.9523496219997)",10632387,Routine Inspection
Chosun Galbi Korean BBQ & Grill,78752,04/26/2013,89,"713 E HUNTLAND DR
AUSTIN, TX 78752
(30.33006758300047, -97.70633667999965)",10664808,Routine Inspection
Chosun Galbi Korean BBQ & Grill,78752,12/11/2013,83,"713 E HUNTLAND DR
AUSTIN, TX 78752
(30.33006758300047, -97.70633667999965)",10664808,Routine Inspection
Chosun Galbi Korean BBQ & Grill,78752,07/24/2014,74,"713 E HUNTLAND DR
AUSTIN, TX 78752
(30.33006758300047, -97.70633667999965)",10664808,Routine Inspection
Cho Sushi,78732,07/23/2014,96,"4300 N QUINLAN PARK RD Unit 105
AUSTIN, TX 78732
(30.382165701000474, -97.88411763199969)",10357554,Routine Inspection
Cho Sushi,78732,01/23/2012,89,"4300 N QUINLAN PARK RD Unit 105
AUSTIN, TX 78732
(30.382165701000474, -97.88411763199969)",10357554,Routine Inspection
Cho Sushi,78732,02/20/2014,93,"4300 N QUINLAN PARK RD Unit 105
AUSTIN, TX 78732
(30.382165701000474, -97.88411763199969)",10357554,Routine Inspection
Cho Sushi,78732,08/06/2013,96,"4300 N QUINLAN PARK RD Unit 105
AUSTIN, TX 78732
(30.382165701000474, -97.88411763199969)",10357554,Routine Inspection
Cho Sushi,78732,07/12/2012,89,"4300 N QUINLAN PARK RD Unit 105
AUSTIN, TX 78732
(30.382165701000474, -97.88411763199969)",10357554,Routine Inspection
Cho Sushi,78732,01/30/2013,75,"4300 N QUINLAN PARK RD Unit 105
AUSTIN, TX 78732
(30.382165701000474, -97.88411763199969)",10357554,Routine Inspection
Christen's Gourmet Pralines,78727,09/10/2014,100,"12117 PECAN ST
AUSTIN, TX 78727
(30.433552861000464, -97.76340228399965)",10440190,Routine Inspection
Christen's Gourmet Pralines,78727,08/05/2013,100,"12117 PECAN ST
AUSTIN, TX 78727
(30.433552861000464, -97.76340228399965)",10440190,Routine Inspection
Christen's Gourmet Pralines,78727,07/13/2012,100,"12117 PECAN ST
AUSTIN, TX 78727
(30.433552861000464, -97.76340228399965)",10440190,Routine Inspection
Christen's Gourmet Pralines,78727,02/21/2014,100,"12117 PECAN ST
AUSTIN, TX 78727
(30.433552861000464, -97.76340228399965)",10440190,Routine Inspection
Christen's Gourmet Pralines,78727,01/23/2013,100,"12117 PECAN ST
AUSTIN, TX 78727
(30.433552861000464, -97.76340228399965)",10440190,Routine Inspection
Christen's Gourmet Pralines,78727,11/29/2011,100,"12117 PECAN ST
AUSTIN, TX 78727
(30.433552861000464, -97.76340228399965)",10440190,Routine Inspection
Chucho's Mexican Restaurant,78660,07/17/2014,96,"1615 GRAND AVENUE PKWY
AUSTIN, TX 78660
(30.45598317800045, -97.65917378499967)",10013559,Routine Inspection
Chucho's Mexican Restaurant,78660,01/15/2014,77,"1615 GRAND AVENUE PKWY
AUSTIN, TX 78660
(30.45598317800045, -97.65917378499967)",10013559,Routine Inspection
Chucho's Mexican Restaurant,78660,05/23/2013,97,"1615 GRAND AVENUE PKWY
AUSTIN, TX 78660
(30.45598317800045, -97.65917378499967)",10013559,Routine Inspection
Chucho's Mexican Restaurant,78660,11/20/2012,86,"1615 GRAND AVENUE PKWY
AUSTIN, TX 78660
(30.45598317800045, -97.65917378499967)",10013559,Routine Inspection
Chucho's Mexican Restaurant,78660,05/03/2012,82,"1615 GRAND AVENUE PKWY
AUSTIN, TX 78660
(30.45598317800045, -97.65917378499967)",10013559,Routine Inspection
Chuck E. Cheese's 586,78758,08/22/2014,89,"10515 N MOPAC EXPY NB
AUSTIN, TX 78758
(30.41728551300048, -97.70479216899969)",10003944,Routine Inspection
Chuck E. Cheese's 586,78758,01/23/2012,87,"10515 N MOPAC EXPY NB
AUSTIN, TX 78758
(30.41728551300048, -97.70479216899969)",10003944,Routine Inspection
Chuck E. Cheese's 586,78758,08/13/2013,89,"10515 N MOPAC EXPY NB
AUSTIN, TX 78758
(30.41728551300048, -97.70479216899969)",10003944,Routine Inspection
Chuck E. Cheese's 586,78758,08/24/2012,93,"10515 N MOPAC EXPY NB
AUSTIN, TX 78758
(30.41728551300048, -97.70479216899969)",10003944,Routine Inspection
Chuck E. Cheese's 586,78758,02/18/2014,97,"10515 N MOPAC EXPY NB
AUSTIN, TX 78758
(30.41728551300048, -97.70479216899969)",10003944,Routine Inspection
Chuck E. Cheese's #951,78744,03/05/2014,90,"9811 S IH 35 SVRD NB
AUSTIN, TX 78744
(30.188400586000455, -97.7461486959997)",10933665,Routine Inspection
Chuck E. Cheese's #951,78744,09/02/2014,90,"9811 S IH 35 SVRD NB
AUSTIN, TX 78744
(30.188400586000455, -97.7461486959997)",10933665,Routine Inspection
Chuggin Monkey,78701,02/02/2012,90,"219 E 6TH ST
AUSTIN, TX 78701
(30.26745374200044, -97.74072768299965)",2803142,Routine Inspection
Chuggin Monkey,78701,08/29/2012,96,"219 E 6TH ST
AUSTIN, TX 78701
(30.26745374200044, -97.74072768299965)",2803142,Routine Inspection
Chuggin Monkey,78701,03/04/2013,93,"219 E 6TH ST
AUSTIN, TX 78701
(30.26745374200044, -97.74072768299965)",2803142,Routine Inspection
Chuggin Monkey,78701,09/13/2013,83,"219 E 6TH ST
AUSTIN, TX 78701
(30.26745374200044, -97.74072768299965)",2803142,Routine Inspection
Chu-Mikals,78702,09/16/2013,89,"3223 E 7TH ST
AUSTIN, TX 78702
(30.25797622400046, -97.70478340399967)",10086787,Routine Inspection
Chu-Mikals,78702,10/03/2012,90,"3223 E 7TH ST
AUSTIN, TX 78702
(30.25797622400046, -97.70478340399967)",10086787,Routine Inspection
Chu-Mikals,78702,09/10/2014,90,"3223 E 7TH ST
AUSTIN, TX 78702
(30.25797622400046, -97.70478340399967)",10086787,Routine Inspection
Chu-Mikals,78702,03/28/2014,86,"3223 E 7TH ST
AUSTIN, TX 78702
(30.25797622400046, -97.70478340399967)",10086787,Routine Inspection
Chu-Mikals,78702,04/03/2012,84,"3223 E 7TH ST
AUSTIN, TX 78702
(30.25797622400046, -97.70478340399967)",10086787,Routine Inspection
Chu-Mikals,78702,03/28/2013,90,"3223 E 7TH ST
AUSTIN, TX 78702
(30.25797622400046, -97.70478340399967)",10086787,Routine Inspection
C Hunt Ice House,78758,10/16/2013,100,"9611 MC NEIL RD
AUSTIN, TX 78758
(30.37921701200048, -97.7241889819997)",2801905,Routine Inspection
C Hunt Ice House,78758,05/15/2014,97,"9611 MC NEIL RD
AUSTIN, TX 78758
(30.37921701200048, -97.7241889819997)",2801905,Routine Inspection
C Hunt Ice House,78758,04/10/2013,100,"9611 MC NEIL RD
AUSTIN, TX 78758
(30.37921701200048, -97.7241889819997)",2801905,Routine Inspection
C Hunt Ice House,78758,02/07/2012,89,"9611 MC NEIL RD
AUSTIN, TX 78758
(30.37921701200048, -97.7241889819997)",2801905,Routine Inspection
Chupacabra Cantina [400 Bar],78701,01/23/2012,75,"400 E 6TH ST
AUSTIN, TX 78701
(30.267067728000484, -97.73916288399965)",10275443,Routine Inspection
Chupacabra Cantina [400 Bar],78701,08/06/2013,100,"400 E 6TH ST
AUSTIN, TX 78701
(30.267067728000484, -97.73916288399965)",10275443,Routine Inspection
Chupacabra Cantina [400 Bar],78701,07/30/2014,79,"400 E 6TH ST
AUSTIN, TX 78701
(30.267067728000484, -97.73916288399965)",10275443,Routine Inspection
Chupacabra Cantina [400 Bar],78701,02/05/2013,89,"400 E 6TH ST
AUSTIN, TX 78701
(30.267067728000484, -97.73916288399965)",10275443,Routine Inspection
Chupacabra Cantina [400 Bar],78701,08/07/2012,93,"400 E 6TH ST
AUSTIN, TX 78701
(30.267067728000484, -97.73916288399965)",10275443,Routine Inspection
Church's Chicken,78744,01/24/2012,88,"5309 NUCKOLS CROSSING RD
AUSTIN, TX 78744
(30.19255427200045, -97.73926543699969)",10000709,Routine Inspection
Church's Chicken,78729,09/17/2012,89,"13729 N US 183 HWY Unit 900
AUSTIN, TX 78729
(30.450904093000474, -97.76774771799967)",10005828,Routine Inspection
Church's Chicken,78744,07/31/2013,91,"5309 NUCKOLS CROSSING RD
AUSTIN, TX 78744
(30.19255427200045, -97.73926543699969)",10000709,Routine Inspection
Church's Chicken,78729,05/15/2013,84,"13729 N US 183 HWY Unit 900
AUSTIN, TX 78729
(30.450904093000474, -97.76774771799967)",10005828,Routine Inspection
Church's Chicken,78744,01/07/2014,90,"5309 NUCKOLS CROSSING RD
AUSTIN, TX 78744
(30.19255427200045, -97.73926543699969)",10000709,Routine Inspection
Church's Chicken,78744,01/29/2013,77,"5309 NUCKOLS CROSSING RD
AUSTIN, TX 78744
(30.19255427200045, -97.73926543699969)",10000709,Routine Inspection
Church's Chicken,78729,04/30/2014,72,"13729 N US 183 HWY Unit 900
AUSTIN, TX 78729
(30.450904093000474, -97.76774771799967)",10005828,Routine Inspection
Church's Chicken,78729,10/30/2014,83,"13729 N US 183 HWY Unit 900
AUSTIN, TX 78729
(30.450904093000474, -97.76774771799967)",10005828,Routine Inspection
Church's Chicken,78744,07/23/2012,87,"5309 NUCKOLS CROSSING RD
AUSTIN, TX 78744
(30.19255427200045, -97.73926543699969)",10000709,Routine Inspection
Church's Chicken,78729,02/06/2012,88,"13729 N US 183 HWY Unit 900
AUSTIN, TX 78729
(30.450904093000474, -97.76774771799967)",10005828,Routine Inspection
Church's Chicken,78744,07/10/2014,93,"5309 NUCKOLS CROSSING RD
AUSTIN, TX 78744
(30.19255427200045, -97.73926543699969)",10000709,Routine Inspection
Church's Chicken # 231,78757,03/25/2014,100,"6425 BURNET RD
AUSTIN, TX 78757
(30.340035974000443, -97.73894971199968)",10006714,Routine Inspection
Church's Chicken # 231,78757,09/26/2014,97,"6425 BURNET RD
AUSTIN, TX 78757
(30.340035974000443, -97.73894971199968)",10006714,Routine Inspection
